Receta;Categoria;Ingredientes;;;;;;;
Pechugas de Pollo Rellenas con Feta y Espinaca;Segundo;Mitades de Segundo, queso feta, espinaca congelada, jugo de limón, aceite de oliva;;;;;;;
Sopa Cremosa de Coliflor de Mamá;Coliflor;Aceite de oliva, cebolla, apio, dientes de ajo, zanahoria, papas, floretes de coliflor, agua, eneldo, semilla de alcaravea, mostaza seca, pimienta negra, queso cheddar, queso Velveeta;;;;;;;
Cazuela de Papa Doble Horneada;Papa;Puré de papas, crema agria, queso cheddar, tocino, cebolla verde;;;;;;;
Postre de Lodo de Mississippi;Postre;(Faltan ingredientes en la fuente original);;;;;;;
Pollo Scarpariello;Segundo;Pechugas de pollo sin hueso, ajo fresco, mantequilla, aceite de oliva, champiñón, salchicha italiana, alcaparras, albahaca fresca, hojuelas de pimiento rojo, vino blanco;;;;;;;
Postre Milagroso(Postre Imposible);Postre;Huevos, mantequilla, azúcar, coco, harina común, polvo de hornear, leche, vainilla, sal;;;;;;;
Postre de Limón y Crema Agria;Postre;Maicena, azúcar, mantequilla, crema agria, ralladura de limón, jugo de limón, leche, crema espesa;;;;;;;
Albóndigas de Papa a la Antigua;Papa;Papas, sal, pimienta, manteca, nuez moscada, huevos, harina común;;;;;;;
Clásico Postre de Calabaza;Postre;Azúcar, canela, jengibre, nuez moscada, sal, harina, calabaza, leche evaporada, huevos, margarina;;;;;;;
Limonada de Pepino;Bebidas;Pepino;;;;;;;
Postre Desmenuzado a la Antigua;Pan;Manteca, azúcar moreno, harina común, polvo de hornear, canela, sal, huevo, leche;;;;;;;
Pasta para Untar de Queso Feta;Untables;Queso crema, queso feta, crema agria, cebollas verdes;;;;;;;
Pan de Pera;Pan Rápido;Mantequilla, azúcar, huevos, harina, sal, bicarbonato de sodio, polvo de hornear, nuez moscada, yogur, suero de leche, pera, vainilla;;;;;;;
Bolas de Camote con Malvaviscos;Papa;Camotes, mantequilla, malvaviscos, huevo, agua;;;;;;;
Soufflé de Desayuno;Desayuno;Salchicha, jamón, huevos, leche, mostaza seca, sal, queso, papas ralladas, harina, pimiento verde;;;;;;;
Muffins de Arándano;Pan Rápido;Harina integral, azúcar granulada, polvo de hornear, bicarbonato de sodio, huevos, suero de leche, melaza, arándanos frescos, arándanos congelados;;;;;;;
Camote dulce con malvaviscos;Guarnición;Camotes, mantequilla, margarina, azúcar morena, sal, canela, nuez moscada, malvaviscos;;;;;;;
Cheesecake frío de naranja celestial;Postre;Mantequilla, Postre sin sabor, queso crema, azúcar, ralladura de naranja;;;;;;;
Hígados de pollo en salsa de frijol negro;Segundo;Hígados de pollo, salsa de soya, vino jerez, sal, azúcar, pimienta blanca, pimiento rojo, bok choy, maicena;;;;;;;
Papas fritas caseras;Guarnición;Papas;;;;;;;
Papas fritas caseras con tocino;Guarnición;Papas, sal, pimienta, pimentón, grasa de tocino;;;;;;;
Papas fritas con cebolla;Guarnición;Cebolla, papas;;;;;;;
Cazuela de camote dulce;Guarnición;Camote, huevos, vainilla, mantequilla, leche, coco, azúcar morena, nueces pecanas, harina, mantequilla;;;;;;;
Muffins de manzana de la abuela;Pan rápido;Harina, azúcar, polvo de hornear, canela, bicarbonato, clavo, manzana, nueces, huevos, suero de leche, mantequilla, harina, azúcar morena, canela, mantequilla;;;;;;;
Sopa de calabaza;Sopa;Calabaza, papa, cebolla, mantequilla, margarina, leche, puerros, perejil;;;;;;;
Cazuela de zanahoria y manzana;Guarnición;Zanahorias, manzanas, azúcar morena, maicena, canela, mantequilla;;;;;;;
Ensalada raita de pepino;Ensalada;Pepino, yogur natural, comino, jengibre fresco, pimentón;;;;;;;
Postre especial de chocolatetown (Postre de chocolate);Postre;agua hirviendo, manteca vegetal, azúcar, vainilla, huevos, harina, bicarbonato, sal, suero de leche;;;;;;;
Postre de chocolate oscuro;Postre;azúcar, harina, polvo de hornear, bicarbonato, sal, huevos, leche, extracto de vainilla, agua hirviendo;;;;;;;
Tarta crujiente de calabaza;Postre;puré de calabaza, leche evaporada, huevos, azúcar, especias para tarta de calabaza, sal, nueces, mantequilla;;;;;;;
Postre de calabaza y especias con chocolate;Postre;mantequilla sin sal, azúcar, puré de calabaza, extracto de vainilla, huevos, polvo de hornear, bicarbonato, sal, canela, jengibre, clavo, nuez moscada, harina, nueces pecanas, nueces, pasas doradas, azúcar glas;;;;;;;
Postre tipo bundt de calabaza;Postre;huevos, azúcar, calabaza fresca, calabaza enlatada, extracto de vainilla, canela, clavo, pimienta de Jamaica, sal, bicarbonato, polvo de hornear, harina integral, harina común, nueces;;;;;;;
Rollo de calabaza;Postre;huevos, azúcar, calabaza, harina, bicarbonato, sal, canela, azúcar glas, queso crema, margarina, vainilla, azúcar en polvo;;;;;;;
Muffins ligeros de calabaza con chispas de chocolate;Pan rápido;huevos, puré de manzana sin azúcar, calabaza, azúcar, harina, bicarbonato, polvo de hornear, canela, sal;;;;;;;
Pan de especias de calabaza;Pan rápido;azúcar, huevos, puré de calabaza, harina común, bicarbonato, polvo de hornear, sal, canela, nuez moscada, clavo, pimienta de Jamaica, agua;;;;;;;
Ponche picante;Bebida;gaseosa de jengibre, piña, naranja, lima;;;;;;;
Coliflor al limón;Guarnición;floretes de coliflor, jugo de limón;;;;;;;
Aderezo de miel y ajo;Aderezo;jugo de limón, jugo de lima, ralladura de limón fresco, ralladura de lima, miel, ajo, cebollino;;;;;;;
Manzanas horneadas con jarabe de arce;Postre;manzanas para hornear, jugo de limón, grosellas secas, jarabe de arce puro, clavo molido, canela molida;;;;;;;
Cuadrados de avena;Postre;margarina, extracto de vainilla, azúcar morena, avena arrollada;;;;;;;
Dip de eneldo y vegetales;Botana;crema agria, mayonesa, sal sazonada, perejil, eneldo;;;;;;;
Soufflé de zanahoria;Guarnición;zanahorias, azúcar, huevos, vainilla, nuez moscada, canela, sal;;;;;;;
Cazuela de zanahoria;Guarnición;zanahorias, queso velveeta, margarina, mantequilla;;;;;;;
Ensalada de zanahoria navideña;Ensalada;zanahorias, pasas, mayonesa, canela, nuez moscada;;;;;;;
Pollo almendrado estilo Warr - Shu - Gai;Segundo;pechugas de pollo sin piel, sal, jerez seco, maicena, agua, caldo de pollo, champiñones, mantequilla, salsa de soya, cubos de caldo de pollo, maicena, harina, polvo de hornear, huevo, agua;;;;;;;
Sopa de pollo con berros;Sopa;pollo crudo, estragón fresco, ralladura de limón, pimienta, mantequilla, harina común, leche, berros;;;;;;;
Panecillos de Cuatro Granos;Panecillos Rápidos;harina común, harina de maíz, azúcar moreno, polvo de hornear, sal, leche baja en grasa al 1 %, aceite de canola, huevo;;;;;;;
Palitos de Queso;Queso;harina común, polvo de mostaza, sal, pimienta de cayena, mantequilla, queso cheddar, agua;;;;;;;
Sopa de Calabaza II;Vegetal;calabaza, cebolla, cúrcuma, tomates, azúcar, nuez moscada, leche, almidón de maíz, perejil;;;;;;;
Postre de Mantequilla de Cacahuate;Postre;azúcar, mantequilla, margarina, queso crema, mantequilla de maní cremosa, azúcar, mantequilla, margarina, extracto de vainilla, crema espesa, chocolate;;;;;;;
Marinado de Pollo con Chile Picante;Segundo;pimientos rojos picantes, ajo, aceite de oliva, jugo de limón, albahaca seca, tomillo, estragón, mejorana, pechugas de pollo sin hueso ni piel;;;;;;;
Sopa de Repollo en una Olla;Sopa;tocino ahumado sin corteza, papas, nabos, judías verdes, guisantes verdes, repollo saboy, otro repollo de hoja verde suelta, pimienta negra, nuez moscada;;;;;;;
Brownies de Coca - Cola;Postre;harina común, azúcar, mantequilla, margarina, suero de leche, huevos, bicarbonato de sodio, mini malvaviscos, vainilla, margarina, vainilla, azúcar glas;;;;;;;
Sándwiches de Pepino y Queso Cheddar;Almuerzo / Aperitivos;pepino inglés, queso cheddar blanco, mantequilla, mayonesa, sal, pimienta negra;;;;;;;
Postre de Manzana Decadente;Postre;manzanas, azúcar, harina, canela, nuez moscada, ralladura de limón, mantequilla, harina, mantequilla, manteca, sal, agua fría;;;;;;;
Congelado de Piña;Bebidas;piña;;;;;;;
Batido de Piña;Postre Congelado;piña, helado de vainilla sin grasa, leche desnatada, canela;;;;;;;
Barras de Manzana y Pasas;Postre;harina, azúcar moreno, bicarbonato de sodio, sal, canela, puré de manzana, manteca vegetal, huevo, pasas, mantequilla, azúcar glas, vainilla, leche;;;;;;;
Cena Estilo Oriental en un Solo Plato;Bajo en Colesterol;carne de Plato Principal molida, repollo chino, repollo, zanahorias, cebolla, champiñones, castañas de agua, salsa de soja, arroz de grano corto, calabacín, espárragos, sal, pimienta, cebollas verdes;;;;;;;
Sopa de Pescado al Estilo Nueva Inglaterra;Sopas y Caldos;tocino, cebolla, papa, sal, pimienta;;;;;;;
Postre de Crema Agria Griego;Postre;mantequilla, azúcar, huevos, harina para Postrees, polvo de hornear, bicarbonato de sodio, leche, crema agria, vainilla, azúcar, agua, rodaja de limón;;;;;;;
Tarta de Avellanas con Brandy y Biscotti;Postre;mantequilla, huevos, azúcar, brandy, avellanas enteras tostadas;;;;;;;
Cazuela de Atún con Fideos;Atún;agua, sal, leche desnatada, atún en agua, guisantes verdes congelados;;;;;;;
Postre de Especias de Calabaza;Postre;margarina, azúcar granulada, puré de manzana, sustituto de huevo, suero de leche bajo en grasa, puré de calabaza, cáscara de naranja, vainilla, harina común, harina de trigo integral, canela, bicarbonato de sodio, pasas, azúcar glas;;;;;;;
Calabacín Relleno;Vegetal;calabacín fresco, cebolla, aceite de oliva, champiñones frescos, diente de ajo, queso crema, huevo, queso parmesano, perejil fresco, pimienta;;;;;;;
Postre de Crema de Mantequilla de Cacahuate;Postre;queso crema, leche condensada azucarada, mantequilla de maní, vainilla, crema espesa;;;;;;;
Postre de Grits de Buena Gente;Postre;grits de cocción rápida, azúcar moreno, harina, huevos, leche, mantequilla, margarina, extracto puro de vainilla, vinagre blanco;;;;;;;
Tamales Dulces;Mexicana;sal, masa harina, agua, azúcar moreno, polvo de hornear, canela, nuez moscada, pacanas, pasas;;;;;;;
Dip de Camarones;Postre;aperitivo,queso crema, camarones, mayonesa, apio, cebolla;;;;;;;
Macarrones con Queso Bajo en Grasa;Plato Principal;macarrones en codo, queso monterrey jack bajo en grasa, requesón sin grasa, crema agria sin grasa, leche descremada, cebolla, margarina ligera, mostaza seca, pimienta negra, pimentón;;;;;;;
Sopa de Cilantro y Lima;Sopa;chiles chipotle secos, puré de chipotle enlatado, tomates, Segundo, caldo de pollo, pimienta de chile, cilantro, maíz, ajo, jugo de lima, cebolla, crema agria, tiras de tortilla;;;;;;;
Papas Batidas;Acompañante;papas, leche descremada, crema agria sin grasa, sal, pimienta negra fresca, pimentón, hojas de perejil fresco;;;;;;;
Postre de Calabaza;Postre;relleno de Postre de cereza ligera, naranjas mandarinas, mantequilla sin sal;;;;;;;
Arroz con Leche y Frutas Frescas;Postre;arroz de grano corto, leche, azúcar, sal, extracto de vainilla, Pernod, pastis, peras, frambuesas, semilla de anís;;;;;;;
Ensalada de Col con Confites;Ensalada;mayonesa baja en grasa, yogur sin grasa, jugo de limón fresco, azúcar, mezcla de condimentos herbales, repollo rojo, repollo verde, zanahoria;;;;;;;
Ensalada Ambrosia Hawaiana;Dulce;cerezas maraschino, naranjas mandarinas, trozos de piña, mini malvaviscos, crema agria;;;;;;;
Postre Ambrosia;Postre;crema agria, mini malvaviscos, piña triturada, rulos de chocolate;;;;;;;
Postre de Frutas Japonés;Postre;margarina, huevos, azúcar, vinagre de manzana, pasas, nueces pecanas, coco;;;;;;;
Postreito de Frutas y Nueces;Postre;harina de pan, harina de Postre, polvo de hornear, agua de azúcar, dátiles negros, agua, vino blanco de uva, vino, harina, azúcar, nueces, piñones, pasas, vino de cocina, leche;;;;;;;
Sopa de Fideos con Pollo;Sopa;agua, pollo;;;;;;;
Sopa de Pollo II;Sopa;pechugas de pollo, papas, tomates, okra congelada, maíz blanco, zanahorias, cebollas, apio, arroz, macarrones;;;;;;;
Ensalada Dreamsicle;Ensalada;azúcar, agua, Postre de albaricoque, queso crema, piña, albaricoques, Cool Whip;;;;;;;
Sopa de Calabaza con Curry;Bajo en Proteínas;manzanas, mantequilla, margarina, cebolla, dientes de ajo, pimienta de curry, comino, puré de calabaza, caldo de pollo, agua, azúcar blanca, crema agria, yogur;;;;;;;
Osso Buco a la Milanesa;Plato Principal;harina, mantequilla, sal, pimienta, apio, zanahoria, cebolla, ajo, hongo, salvia, romero, tomates, vino blanco, cáscara de limón, perejil, anchoa, arroz;;;;;;;
Muffins de Manzana Especiados;Panecillos;harina auto-levante, avena fina, azúcar moreno, mezcla de especias, canela, clavo, bicarbonato de sodio, sal, mantequilla, huevo, manzana, leche;;;;;;;
Tarta de Pecan de The Camellia Grill;Tarta;huevos, sal, mantequilla, jarabe de maíz ligero, azúcar moreno, extracto de vainilla, nueces pecanas;;;;;;;
Postre Alemán de Manzana;Postre;manzanas, azúcar, canela, harina, bicarbonato, polvo de hornear, puré de manzana, extracto de vainilla, margarina sin grasa sólida y líquida, agua;;;;;;;
Pollo Paprikash;Segundo;aceite de canola, cebolla, ajo, pimentón húngaro dulce, yogur sin grasa, maicena, perejil fresco, pechugas de pollo sin piel ni hueso;;;;;;;
Sopa Búlgara de Albóndigas;Carne;carne de res magra molida, cebolla, eneldo, huevos, ajo, sal, pimienta negra, harina, caldo de res, arroz de grano largo, eneldo fresco;;;;;;;
Sopa Búlgara de Albóndigas II;Carne;carne molida de res, arroz, pimentón, hierbas secas, harina, agua, cubos de caldo de res, cebollas verdes, pimiento verde, zanahorias, tomates, chile amarillo, perejil, huevo, limón;;;;;;;
Sopa de Queso y Albóndigas;Queso;agua, maíz entero, papa, apio, zanahoria, cebolla, salsa Tabasco, carne molida de res, huevo, sal, salsa Tabasco;;;;;;;
Sopa Francesa de Albóndigas;Europea;arroz, carne molida de res, huevo, cebolla, ajo, perejil, nuez moscada, vino tinto seco, caldo de res;;;;;;;
Sopa Picante de Albóndigas del Suroeste;Almuerzo / Meriendas;carne molida de res magra, comino molido, sal, cilantro fresco, huevo, cebolla, zanahorias, tomates picados con chiles verdes, calabacín, dientes de ajo, comino molido, coriandro molido, pasta de tomate, chile chipotle, salsa adobo, caldo de pollo, frijoles negros, maíz congelado, sal kosher, cilantro fresco;;;;;;;
Risotto Arcoíris;Arroz;mantequilla, cebolla, cúrcuma molida, arroz, calabaza, guisantes frescos, calabacín, pimienta negra;;;;;;;
Sopa de Verduras;Bajo en Proteínas;agua, arroz integral, pimiento verde, cebolla, apio, zanahorias, aceite de oliva, caldo de pollo, albahaca fresca y seca, perejil fresco y seco, pimienta;;;;;;;
Pollo de General Tso;Segundo;Segundo, salsa de soja oscura, jengibre fresco, maicena, pimienta de Sichuan, sal, azúcar;;;;;;;
Bobota;Postre;mantequilla, azúcar, huevos, leche, polvo de hornear, sal, agua, limones, canela;;;;;;;
Pasta de Res con Salsa de Tomate y Espinaca;Carne;bisteque de punta redonda, ajo, aceite de oliva, pasta rotini, espinaca fresca, queso parmesano;;;;;;;
Sloppy Joes;Almuerzo / Meriendas;carne de res magra, cebolla, pimiento verde, ajo, agua, vinagre, azúcar moreno, chile en polvo, salsa Worcestershire, sal, Tabasco;;;;;;;
Pollo Cocido a Fuego Lento;Pollo Entero;pollo, sal, jengibre, cebollas, repollo chino, repollo de Saboya;;;;;;;
Postre Sock It to Me;Postre;huevos, crema agria, agua, azúcar, azúcar moreno, canela, azúcar glas, leche;;;;;;;
Pan Plano Suave - Mjukt Tunnbrod;Panecillos;levadura, mantequilla, margarina, leche, sal, azúcar, jarabe de maíz, harina;;;;;;;
Sopa de Acedera;< 15 Minutos;mantequilla, aceite de oliva, cebolla amarilla, acedera, sal, harina, pimienta;;;;;;;
Masa de Pizza con Hierbas;Panecillos;agua, sal, harina, azúcar, romero seco, orégano seco, pimienta negra, tomillo seco, levadura, harina de maíz;;;;;;;
Pralinas de Pecan con Crema Agria;Postre;crema agria, azúcar, jarabe de maíz, melaza, sal, ron, nueces pecanas;;;;;;;
Tarta de Crema Agria con Pasas II;Tarta;harina, sal, aceite de canola, leche, pasas oscuras, azúcar, crema agria, mantequilla, vainilla, cremor tártaro;;;;;;;
Pan de Calabacín con Masa Madre;Pan de Masa Madre;huevo, azúcar blanca y morena, leche, calabacín, harina, polvo de hornear, bicarbonato, sal, canela, clavo, pasas;;;;;;;
Postre de Leche Agria;Postre;mantequilla, azúcar, bicarbonato, huevos, harina, pasas, vainilla;;;;;;;
Sopa Cremosa del Sur de Pecan;Fruta;mantequilla, cebollas, harina, sal, pimienta blanca, nuez moscada, nueces, apio, menta;;;;;;;
Espaguetis a la Carbonara;Espaguetis;espaguetis, tocino, huevos, ajo, queso, aceite de oliva;;;;;;;
Salteado de Carne de Res con Cuscús;Carne;filete de lomo, caldo de carne, cuscús, aceite de oliva, pimiento rojo, plátano, cebolla dulce, salsa barbacoa, perejil;;;;;;;
Espaguetis con Calabaza Espagueti al Parmesano;Europeo;calabaza espagueti, agua, calabacín, tomates, cebolla verde, queso parmesano, jugo de limón, albahaca, eneldo, pimienta negra;;;;;;;
Espaguetis con Sardinas;Espaguetis;espaguetis, hinojo, pasas, anchoas, aceite de oliva;;;;;;;
Galletas de Maní Españolas;Galletas de Caída;harina, polvo de hornear, bicarbonato, azúcar moreno, mantequilla, huevo, avena, coco, cacahuetes, azúcar glas, jugo de limón;;;;;;;
Segundo al Estilo Español;Segundo;Segundo, tomates, salsa de tomate, pimiento, cebolla, sal;;;;;;;
Galletas de Jengibre Espumosas;Postre;azúcar, margarina, manteca, huevo, melaza, harina, bicarbonato, canela, sal, jengibre, pimienta de Jamaica;;;;;;;
Ponche de Especias;Bebida de Ponche;jugo de limón, clavos, canela, jengibre, pimienta de Jamaica, macis, azúcar, ginger ale;;;;;;;
Ensalada de Espinaca y Anacardos;Libre de...;tocino, anacardos, espinaca, lechuga, queso mozzarella, azúcar, vinagre, mostaza, cebolla roja, semillas de amapola;;;;;;;
Calabaza de Bellota Rellena de Carne de Res;Maíz;calabaza, carne de res, cebolla, apio, harina, sal, salvia, leche, arroz, queso colby, cheddar;;;;;;;
Spotted Dick II;Europeo;harina, sebo, azúcar, pasas, leche;;;;;;;
Spotted Dick;Europeo;harina con levadura, sebo vegetal, azúcar, grosellas, natillas;;;;;;;
